Datetime,Open,High,Low,Close,Adj Close,Volume
2020-09-24 14:30:00-04:00,26917.919921875,26938.869140625,26914.419921875,26935.75,26935.75,0
2020-09-24 14:31:00-04:00,26935.66015625,26940.8203125,26926.75,26933.439453125,26933.439453125,512287
2020-09-24 14:32:00-04:00,26933.83984375,26953.0703125,26932.33984375,26950.740234375,26950.740234375,561977
2020-09-24 14:33:00-04:00,26951.44921875,26953.51953125,26947.279296875,26947.779296875,26947.779296875,452180
2020-09-24 14:34:00-04:00,26947.119140625,26947.919921875,26929.779296875,26944.369140625,26944.369140625,613204
2020-09-24 14:35:00-04:00,26944.16015625,26946.7890625,26932.98046875,26933.08984375,26933.08984375,469605
2020-09-24 14:36:00-04:00,26933.23046875,26937.98046875,26913.759765625,26920.2890625,26920.2890625,680613
2020-09-24 14:37:00-04:00,26920.55078125,26942.7890625,26916.94921875,26942.669921875,26942.669921875,739748
2020-09-24 14:38:00-04:00,26942.94921875,26945.69921875,26936.439453125,26938.5390625,26938.5390625,599605
2020-09-24 14:39:00-04:00,26938.130859375,26947.8203125,26931.859375,26947.8203125,26947.8203125,627780
2020-09-24 14:40:00-04:00,26947.580078125,26951.7890625,26932.619140625,26949.400390625,26949.400390625,636355
2020-09-24 14:41:00-04:00,26949.44921875,26967.330078125,26948.25,26967.330078125,26967.330078125,551992
2020-09-24 14:42:00-04:00,26967.939453125,26970.310546875,26958.0703125,26970.310546875,26970.310546875,832941
2020-09-24 14:43:00-04:00,26970.869140625,26985.30078125,26968.9609375,26978.05078125,26978.05078125,1028283
2020-09-24 14:44:00-04:00,26977.990234375,26977.990234375,26966.650390625,26969.0390625,26969.0390625,622077
2020-09-24 14:45:00-04:00,26969.23046875,26972.4609375,26933.279296875,26936.099609375,26936.099609375,957122
2020-09-24 14:46:00-04:00,26935.05078125,26960.830078125,26935.05078125,26954.060546875,26954.060546875,649720
2020-09-24 14:47:00-04:00,26953.26953125,26958.099609375,26946.05078125,26953.529296875,26953.529296875,505082
2020-09-24 14:48:00-04:00,26951.109375,26951.109375,26903.189453125,26903.2109375,26903.2109375,1066927
2020-09-24 14:49:00-04:00,26900.76953125,26900.76953125,26879.740234375,26881.689453125,26881.689453125,1181279
2020-09-24 14:50:00-04:00,26881.060546875,26888.76953125,26874.689453125,26888.55078125,26888.55078125,856391
2020-09-24 14:51:00-04:00,26887.9296875,26888.509765625,26853.7890625,26853.7890625,26853.7890625,1051443
2020-09-24 14:52:00-04:00,26853.7890625,26859.650390625,26840.69921875,26840.69921875,26840.69921875,1191367
2020-09-24 14:53:00-04:00,26840.6796875,26845.91015625,26840.6796875,26841.759765625,26841.759765625,824165
2020-09-24 14:54:00-04:00,26841.439453125,26842.080078125,26825.7890625,26835.970703125,26835.970703125,964395
2020-09-24 14:55:00-04:00,26836.150390625,26837.359375,26826.9296875,26831.2109375,26831.2109375,660060
2020-09-24 14:56:00-04:00,26830.560546875,26840.1796875,26793.33984375,26794.58984375,26794.58984375,1340363
2020-09-24 14:57:00-04:00,26794.869140625,26819.51953125,26794.869140625,26814.349609375,26814.349609375,700793
2020-09-24 14:58:00-04:00,26814.41015625,26817.029296875,26810.25,26811.609375,26811.609375,642792
2020-09-24 14:59:00-04:00,26805.41015625,26812.150390625,26774.169921875,26780.08984375,26780.08984375,1078813
2020-09-24 15:00:00-04:00,26779.890625,26808.470703125,26779.890625,26804.76953125,26804.76953125,1327720
2020-09-24 15:01:00-04:00,26803.849609375,26807.580078125,26783.359375,26785.259765625,26785.259765625,815077
2020-09-24 15:02:00-04:00,26786.98046875,26801.060546875,26786.919921875,26797.470703125,26797.470703125,770430
2020-09-24 15:03:00-04:00,26796.779296875,26796.779296875,26781.25,26792.150390625,26792.150390625,625315
2020-09-24 15:04:00-04:00,26792.76953125,26800.2890625,26770.41015625,26770.630859375,26770.630859375,741995
2020-09-24 15:05:00-04:00,26769.91015625,26799.859375,26769.91015625,26791.66015625,26791.66015625,676795
2020-09-24 15:06:00-04:00,26792.33984375,26798.560546875,26771.9296875,26798.560546875,26798.560546875,856143
2020-09-24 15:07:00-04:00,26801.220703125,26803.1796875,26774.390625,26774.390625,26774.390625,694834
2020-09-24 15:08:00-04:00,26774.330078125,26790.75,26771.880859375,26790.029296875,26790.029296875,718568
2020-09-24 15:09:00-04:00,26790.259765625,26807.9609375,26789.41015625,26789.41015625,26789.41015625,1027582
2020-09-24 15:10:00-04:00,26788.419921875,26789.169921875,26768.5703125,26773.80078125,26773.80078125,885469
2020-09-24 15:11:00-04:00,26774.01953125,26789.130859375,26774.01953125,26778.48046875,26778.48046875,614503
2020-09-24 15:12:00-04:00,26779.009765625,26815.640625,26779.009765625,26815.640625,26815.640625,867841
2020-09-24 15:13:00-04:00,26819.16015625,26819.16015625,26808.650390625,26810.9609375,26810.9609375,671701
2020-09-24 15:14:00-04:00,26811.380859375,26831.0,26806.330078125,26823.98046875,26823.98046875,973199
2020-09-24 15:15:00-04:00,26822.939453125,26828.279296875,26810.369140625,26825.419921875,26825.419921875,803488
2020-09-24 15:16:00-04:00,26825.580078125,26837.029296875,26823.73046875,26835.2109375,26835.2109375,672283
2020-09-24 15:17:00-04:00,26834.880859375,26847.759765625,26829.83984375,26847.26953125,26847.26953125,827138
2020-09-24 15:18:00-04:00,26843.390625,26843.630859375,26824.9609375,26824.9609375,26824.9609375,886547
2020-09-24 15:19:00-04:00,26823.169921875,26828.16015625,26793.310546875,26793.310546875,26793.310546875,873626
2020-09-24 15:20:00-04:00,26789.490234375,26794.58984375,26720.369140625,26723.640625,26723.640625,2248534
2020-09-24 15:21:00-04:00,26723.66015625,26727.939453125,26706.9296875,26706.9296875,26706.9296875,1156899
2020-09-24 15:22:00-04:00,26705.330078125,26711.580078125,26699.44921875,26708.990234375,26708.990234375,1084275
2020-09-24 15:23:00-04:00,26708.05078125,26723.509765625,26702.48046875,26719.220703125,26719.220703125,955178
2020-09-24 15:24:00-04:00,26719.419921875,26727.310546875,26707.279296875,26715.169921875,26715.169921875,759075
2020-09-24 15:25:00-04:00,26714.7109375,26725.76953125,26702.44921875,26711.509765625,26711.509765625,923281
2020-09-24 15:26:00-04:00,26713.25,26718.73046875,26704.2109375,26710.009765625,26710.009765625,933592
2020-09-24 15:27:00-04:00,26710.5,26722.4609375,26709.189453125,26718.470703125,26718.470703125,727637
2020-09-24 15:28:00-04:00,26717.509765625,26737.419921875,26694.359375,26714.109375,26714.109375,1199455
2020-09-24 15:29:00-04:00,26714.380859375,26719.869140625,26705.94921875,26719.869140625,26719.869140625,668833
2020-09-24 15:30:00-04:00,26719.859375,26719.859375,26703.400390625,26709.6796875,26709.6796875,871926
2020-09-24 15:31:00-04:00,26709.650390625,26711.30078125,26694.490234375,26700.5390625,26700.5390625,1006928
2020-09-24 15:32:00-04:00,26699.9296875,26706.669921875,26692.5,26699.55078125,26699.55078125,961961
2020-09-24 15:33:00-04:00,26697.5390625,26716.970703125,26694.66015625,26706.580078125,26706.580078125,938119
