Datetime,Open,High,Low,Close,Adj Close,Volume
2020-09-24 19:30:00+01:00,25491.76171875,25491.76171875,25491.76171875,25491.76171875,25491.76171875,0
2020-09-24 19:31:00+01:00,25500.693359375,25500.693359375,25500.693359375,25500.693359375,25500.693359375,685768704
2020-09-24 19:32:00+01:00,25510.185546875,25510.185546875,25510.185546875,25510.185546875,25510.185546875,0
2020-09-24 19:33:00+01:00,25521.154296875,25521.154296875,25521.154296875,25521.154296875,25521.154296875,95944704
2020-09-24 19:34:00+01:00,25511.79296875,25511.79296875,25511.79296875,25511.79296875,25511.79296875,0
2020-09-24 19:35:00+01:00,25514.54296875,25514.54296875,25514.54296875,25514.54296875,25514.54296875,1181679616
2020-09-24 19:36:00+01:00,25514.091796875,25514.091796875,25514.091796875,25514.091796875,25514.091796875,182976512
2020-09-24 19:37:00+01:00,25519.400390625,25519.400390625,25519.400390625,25519.400390625,25519.400390625,52297728
2020-09-24 19:38:00+01:00,25533.244140625,25533.244140625,25533.244140625,25533.244140625,25533.244140625,1747451904
2020-09-24 19:39:00+01:00,25521.953125,25521.953125,25521.953125,25521.953125,25521.953125,0
2020-09-24 19:40:00+01:00,25552.962890625,25552.962890625,25552.962890625,25552.962890625,25552.962890625,895418368
2020-09-24 19:41:00+01:00,25544.291015625,25544.291015625,25544.291015625,25544.291015625,25544.291015625,281214976
2020-09-24 19:42:00+01:00,25555.0,25555.0,25555.0,25555.0,25555.0,408092672
2020-09-24 19:43:00+01:00,25558.01171875,25558.01171875,25558.01171875,25558.01171875,25558.01171875,0
2020-09-24 19:44:00+01:00,25567.10546875,25567.10546875,25567.10546875,25567.10546875,25567.10546875,806879232
2020-09-24 19:45:00+01:00,25580.54296875,25580.54296875,25580.54296875,25580.54296875,25580.54296875,0
2020-09-24 19:46:00+01:00,25549.373046875,25549.373046875,25549.373046875,25549.373046875,25549.373046875,0
2020-09-24 19:47:00+01:00,25539.0703125,25539.0703125,25539.0703125,25539.0703125,25539.0703125,1258356736
2020-09-24 19:48:00+01:00,25538.4453125,25538.4453125,25538.4453125,25538.4453125,25538.4453125,221511680
2020-09-24 19:49:00+01:00,25530.34765625,25530.34765625,25530.34765625,25530.34765625,25530.34765625,567279616
2020-09-24 19:50:00+01:00,25518.6171875,25518.6171875,25518.6171875,25518.6171875,25518.6171875,0
2020-09-24 19:51:00+01:00,25533.80859375,25533.80859375,25533.80859375,25533.80859375,25533.80859375,1288306688
2020-09-24 19:52:00+01:00,25509.11328125,25509.11328125,25509.11328125,25509.11328125,25509.11328125,0
2020-09-24 19:53:00+01:00,25509.591796875,25509.591796875,25509.591796875,25509.591796875,25509.591796875,0
2020-09-24 19:54:00+01:00,25514.45703125,25514.45703125,25514.45703125,25514.45703125,25514.45703125,255721472
2020-09-24 19:55:00+01:00,25527.630859375,25527.630859375,25527.630859375,25527.630859375,25527.630859375,1045889024
2020-09-24 19:56:00+01:00,25532.091796875,25532.091796875,25532.091796875,25532.091796875,25532.091796875,0
2020-09-24 19:57:00+01:00,25508.9765625,25508.9765625,25508.9765625,25508.9765625,25508.9765625,0
2020-09-24 19:58:00+01:00,25503.416015625,25503.416015625,25503.416015625,25503.416015625,25503.416015625,1020198912
2020-09-24 19:59:00+01:00,25476.9296875,25476.9296875,25476.9296875,25476.9296875,25476.9296875,23920640
2020-09-24 20:00:00+01:00,25470.103515625,25470.103515625,25470.103515625,25470.103515625,25470.103515625,0
2020-09-24 20:01:00+01:00,25477.376953125,25477.376953125,25477.376953125,25477.376953125,25477.376953125,0
2020-09-24 20:02:00+01:00,25481.6484375,25481.6484375,25481.6484375,25481.6484375,25481.6484375,0
2020-09-24 20:03:00+01:00,25483.4140625,25483.4140625,25483.4140625,25483.4140625,25483.4140625,0
2020-09-24 20:04:00+01:00,25480.212890625,25480.212890625,25480.212890625,25480.212890625,25480.212890625,0
2020-09-24 20:05:00+01:00,25481.974609375,25481.974609375,25481.974609375,25481.974609375,25481.974609375,0
2020-09-24 20:06:00+01:00,25473.498046875,25473.498046875,25473.498046875,25473.498046875,25473.498046875,0
2020-09-24 20:07:00+01:00,25526.830078125,25526.830078125,25526.830078125,25526.830078125,25526.830078125,84017152
2020-09-24 20:08:00+01:00,25504.654296875,25504.654296875,25504.654296875,25504.654296875,25504.654296875,0
2020-09-24 20:09:00+01:00,25535.14453125,25535.14453125,25535.14453125,25535.14453125,25535.14453125,0
2020-09-24 20:10:00+01:00,25519.94140625,25519.94140625,25519.94140625,25519.94140625,25519.94140625,0
2020-09-24 20:11:00+01:00,25512.2734375,25512.2734375,25512.2734375,25512.2734375,25512.2734375,0
2020-09-24 20:12:00+01:00,25529.453125,25529.453125,25529.453125,25529.453125,25529.453125,0
2020-09-24 20:13:00+01:00,25542.03515625,25542.03515625,25542.03515625,25542.03515625,25542.03515625,0
2020-09-24 20:14:00+01:00,25532.884765625,25532.884765625,25532.884765625,25532.884765625,25532.884765625,0
2020-09-24 20:15:00+01:00,25534.64453125,25534.64453125,25534.64453125,25534.64453125,25534.64453125,0
2020-09-24 20:16:00+01:00,25532.716796875,25532.716796875,25532.716796875,25532.716796875,25532.716796875,0
2020-09-24 20:17:00+01:00,25542.919921875,25542.919921875,25542.919921875,25542.919921875,25542.919921875,0
