Datetime,Open,High,Low,Close,Adj Close,Volume
2020-09-25 09:15:00+05:30,36941.1796875,36941.1796875,36824.23046875,36910.69140625,36910.69140625,0
2020-09-25 09:16:00+05:30,36911.30859375,36912.51171875,36851.05078125,36859.66015625,36859.66015625,0
2020-09-25 09:17:00+05:30,36855.44140625,36952.0703125,36855.23828125,36952.0703125,36952.0703125,0
2020-09-25 09:18:00+05:30,36946.41015625,36948.78125,36922.2890625,36944.4296875,36944.4296875,0
2020-09-25 09:19:00+05:30,36941.53125,36962.1484375,36931.390625,36946.328125,36946.328125,0
2020-09-25 09:20:00+05:30,36948.6796875,36973.921875,36948.6796875,36965.19140625,36965.19140625,0
2020-09-25 09:21:00+05:30,36966.05078125,36985.76171875,36955.12890625,36985.76171875,36985.76171875,0
2020-09-25 09:22:00+05:30,36984.76171875,36984.76171875,36955.76953125,36963.71875,36963.71875,0
2020-09-25 09:23:00+05:30,36968.1484375,36983.94140625,36933.41015625,36933.41015625,36933.41015625,0
2020-09-25 09:24:00+05:30,36936.25,36956.44140625,36921.08984375,36952.8984375,36952.8984375,0
2020-09-25 09:25:00+05:30,36952.73046875,36963.6796875,36930.80859375,36930.80859375,36930.80859375,0
2020-09-25 09:26:00+05:30,36933.28125,36943.6015625,36915.53125,36916.3984375,36916.3984375,0
2020-09-25 09:27:00+05:30,36914.4296875,36924.2890625,36903.75,36916.44921875,36916.44921875,0
2020-09-25 09:28:00+05:30,36917.0,36930.28125,36887.9296875,36887.9296875,36887.9296875,0
2020-09-25 09:29:00+05:30,36884.9609375,36901.71875,36884.859375,36896.6015625,36896.6015625,0
2020-09-25 09:30:00+05:30,36898.5,36905.33984375,36861.609375,36864.25,36864.25,0
2020-09-25 09:31:00+05:30,36865.4296875,36898.05078125,36850.53125,36898.05078125,36898.05078125,0
2020-09-25 09:32:00+05:30,36899.078125,36953.19921875,36899.078125,36952.69921875,36952.69921875,0
2020-09-25 09:33:00+05:30,36954.78125,36973.05078125,36928.140625,36967.859375,36967.859375,0
2020-09-25 09:34:00+05:30,36967.75,37007.328125,36964.078125,37005.578125,37005.578125,0
2020-09-25 09:35:00+05:30,37006.03125,37018.30078125,36988.671875,37018.30078125,37018.30078125,0
2020-09-25 09:36:00+05:30,37016.390625,37027.98828125,36979.3515625,36991.578125,36991.578125,0
2020-09-25 09:37:00+05:30,36993.69140625,36998.3984375,36979.5703125,36992.41015625,36992.41015625,0
2020-09-25 09:38:00+05:30,36986.859375,37012.25,36981.69140625,37005.69140625,37005.69140625,0
2020-09-25 09:39:00+05:30,37007.23046875,37024.46875,36998.5703125,37005.37109375,37005.37109375,0
2020-09-25 09:40:00+05:30,37004.62109375,37007.51953125,36977.62890625,36992.01171875,36992.01171875,0
2020-09-25 09:41:00+05:30,36992.3203125,37020.1484375,36992.3203125,37014.2109375,37014.2109375,0
2020-09-25 09:42:00+05:30,37013.66015625,37023.58984375,37004.94921875,37019.9296875,37019.9296875,0
2020-09-25 09:43:00+05:30,37017.76953125,37020.62109375,36996.80859375,37006.19140625,37006.19140625,0
2020-09-25 09:44:00+05:30,37006.19921875,37006.19921875,36958.19921875,36966.5390625,36966.5390625,0
2020-09-25 09:45:00+05:30,36965.30859375,37013.421875,36965.30859375,37010.78125,37010.78125,0
2020-09-25 09:46:00+05:30,37012.078125,37016.58984375,36985.6015625,36985.6015625,36985.6015625,0
2020-09-25 09:47:00+05:30,36985.80078125,37026.3515625,36984.578125,37017.12109375,37017.12109375,0
2020-09-25 09:48:00+05:30,37018.51953125,37032.421875,37011.94140625,37027.5703125,37027.5703125,0
2020-09-25 09:49:00+05:30,37027.73828125,37031.0390625,36993.55859375,36993.55859375,36993.55859375,0
