Datetime,Open,High,Low,Close,Adj Close,Volume
2020-09-25 09:15:00+05:30,10910.400390625,10910.400390625,10882.2998046875,10899.400390625,10899.400390625,0
2020-09-25 09:16:00+05:30,10901.849609375,10901.849609375,10888.650390625,10892.5,10892.5,0
2020-09-25 09:17:00+05:30,10891.7001953125,10920.599609375,10891.5498046875,10919.599609375,10919.599609375,0
2020-09-25 09:18:00+05:30,10918.75,10919.5498046875,10914.2001953125,10919.5498046875,10919.5498046875,0
2020-09-25 09:19:00+05:30,10919.75,10925.849609375,10916.599609375,10922.2998046875,10922.2998046875,0
2020-09-25 09:20:00+05:30,10922.0,10931.099609375,10922.0,10925.9501953125,10925.9501953125,0
2020-09-25 09:21:00+05:30,10927.2001953125,10933.0498046875,10922.599609375,10933.0498046875,10933.0498046875,0
2020-09-25 09:22:00+05:30,10935.099609375,10935.099609375,10925.7001953125,10926.7998046875,10926.7998046875,0
2020-09-25 09:23:00+05:30,10926.5498046875,10932.9501953125,10917.9501953125,10917.9501953125,10917.9501953125,0
2020-09-25 09:24:00+05:30,10920.7998046875,10924.400390625,10914.2001953125,10922.9501953125,10922.9501953125,0
2020-09-25 09:25:00+05:30,10923.150390625,10925.2001953125,10915.2998046875,10915.5498046875,10915.5498046875,0
2020-09-25 09:26:00+05:30,10915.2998046875,10918.7001953125,10912.25,10912.400390625,10912.400390625,0
2020-09-25 09:27:00+05:30,10911.7001953125,10915.2998046875,10910.25,10913.7001953125,10913.7001953125,0
2020-09-25 09:28:00+05:30,10912.599609375,10918.099609375,10901.900390625,10902.5,10902.5,0
2020-09-25 09:29:00+05:30,10900.849609375,10908.2998046875,10900.849609375,10905.099609375,10905.099609375,0
2020-09-25 09:30:00+05:30,10905.099609375,10907.75,10894.849609375,10897.25,10897.25,0
2020-09-25 09:31:00+05:30,10897.599609375,10907.0,10892.5498046875,10907.0,10907.0,0
2020-09-25 09:32:00+05:30,10906.75,10924.5,10906.75,10923.349609375,10923.349609375,0
2020-09-25 09:33:00+05:30,10923.7998046875,10930.099609375,10915.849609375,10927.5498046875,10927.5498046875,0
2020-09-25 09:34:00+05:30,10927.5,10938.849609375,10925.900390625,10936.0498046875,10936.0498046875,0
2020-09-25 09:35:00+05:30,10936.849609375,10942.099609375,10932.9501953125,10941.4501953125,10941.4501953125,0
2020-09-25 09:36:00+05:30,10939.9501953125,10944.7001953125,10929.7001953125,10933.099609375,10933.099609375,0
2020-09-25 09:37:00+05:30,10933.5,10934.849609375,10927.7998046875,10932.7998046875,10932.7998046875,0
2020-09-25 09:38:00+05:30,10932.099609375,10938.599609375,10931.4501953125,10937.75,10937.75,0
2020-09-25 09:39:00+05:30,10937.400390625,10942.150390625,10932.900390625,10933.900390625,10933.900390625,0
